,Pixel,Wavelength
0,-0.001,0.2
1,-0.0009797979797979799,0.20606060606060608
2,-0.0009595959595959596,0.21212121212121213
3,-0.0009393939393939394,0.2181818181818182
4,-0.0009191919191919192,0.22424242424242424
5,-0.000898989898989899,0.23030303030303031
6,-0.0008787878787878789,0.2363636363636364
7,-0.0008585858585858586,0.24242424242424243
8,-0.0008383838383838384,0.2484848484848485
9,-0.0008181818181818182,0.2545454545454546
10,-0.000797979797979798,0.2606060606060606
11,-0.0007777777777777778,0.2666666666666667
12,-0.0007575757575757576,0.27272727272727276
13,-0.0007373737373737373,0.2787878787878788
14,-0.0007171717171717171,0.2848484848484849
15,-0.000696969696969697,0.29090909090909095
16,-0.0006767676767676768,0.296969696969697
17,-0.0006565656565656566,0.30303030303030304
18,-0.0006363636363636363,0.3090909090909091
19,-0.0006161616161616161,0.3151515151515152
20,-0.000595959595959596,0.3212121212121212
21,-0.0005757575757575758,0.32727272727272727
22,-0.0005555555555555556,0.33333333333333337
23,-0.0005353535353535353,0.3393939393939394
24,-0.0005151515151515151,0.34545454545454546
25,-0.000494949494949495,0.35151515151515156
26,-0.0004747474747474747,0.3575757575757576
27,-0.00045454545454545455,0.36363636363636365
28,-0.0004343434343434344,0.36969696969696975
29,-0.0004141414141414141,0.3757575757575758
30,-0.00039393939393939396,0.38181818181818183
31,-0.0003737373737373737,0.38787878787878793
32,-0.00035353535353535354,0.393939393939394
33,-0.0003333333333333334,0.4
34,-0.0003131313131313131,0.4060606060606061
35,-0.00029292929292929295,0.41212121212121217
36,-0.0002727272727272727,0.4181818181818182
37,-0.0002525252525252525,0.4242424242424243
38,-0.00023232323232323237,0.43030303030303035
39,-0.0002121212121212121,0.4363636363636364
40,-0.00019191919191919194,0.4424242424242425
41,-0.00017171717171717167,0.44848484848484854
42,-0.00015151515151515152,0.4545454545454546
43,-0.00013131313131313136,0.46060606060606063
44,-0.00011111111111111109,0.46666666666666673
45,-9.090909090909093e-05,0.4727272727272728
46,-7.070707070707066e-05,0.4787878787878788
47,-5.0505050505050505e-05,0.4848484848484849
48,-3.0303030303030238e-05,0.49090909090909096
49,-1.010101010101008e-05,0.496969696969697
50,1.010101010101008e-05,0.5030303030303032
51,3.0303030303030238e-05,0.5090909090909091
52,5.0505050505050613e-05,0.5151515151515151
53,7.070707070707077e-05,0.5212121212121212
54,9.090909090909093e-05,0.5272727272727273
55,0.00011111111111111109,0.5333333333333334
56,0.00013131313131313125,0.5393939393939395
57,0.00015151515151515162,0.5454545454545455
58,0.00017171717171717178,0.5515151515151515
59,0.00019191919191919194,0.5575757575757576
60,0.0002121212121212121,0.5636363636363637
61,0.00023232323232323226,0.5696969696969698
62,0.00025252525252525263,0.5757575757575758
63,0.0002727272727272728,0.5818181818181819
64,0.00029292929292929295,0.5878787878787879
65,0.0003131313131313131,0.593939393939394
66,0.00033333333333333327,0.6000000000000001
67,0.00035353535353535364,0.6060606060606062
68,0.0003737373737373738,0.6121212121212122
69,0.00039393939393939396,0.6181818181818183
70,0.0004141414141414141,0.6242424242424243
71,0.0004343434343434343,0.6303030303030304
72,0.00045454545454545465,0.6363636363636365
73,0.0004747474747474748,0.6424242424242426
74,0.000494949494949495,0.6484848484848486
75,0.0005151515151515151,0.6545454545454545
76,0.0005353535353535353,0.6606060606060606
77,0.0005555555555555557,0.6666666666666667
78,0.0005757575757575758,0.6727272727272728
79,0.000595959595959596,0.6787878787878789
80,0.0006161616161616161,0.6848484848484849
81,0.0006363636363636363,0.6909090909090909
82,0.0006565656565656567,0.696969696969697
83,0.0006767676767676768,0.7030303030303031
84,0.000696969696969697,0.7090909090909092
85,0.0007171717171717171,0.7151515151515153
86,0.0007373737373737373,0.7212121212121212
87,0.0007575757575757577,0.7272727272727273
88,0.0007777777777777778,0.7333333333333334
89,0.000797979797979798,0.7393939393939395
90,0.0008181818181818182,0.7454545454545456
91,0.0008383838383838383,0.7515151515151517
92,0.0008585858585858587,0.7575757575757576
93,0.0008787878787878789,0.7636363636363637
94,0.000898989898989899,0.7696969696969698
95,0.0009191919191919192,0.7757575757575759
96,0.0009393939393939395,0.781818181818182
97,0.0009595959595959597,0.7878787878787881
98,0.0009797979797979799,0.793939393939394
99,0.001,0.8
